r,p,sample_size,population_r
0.1278073281884537,0.330471630389786,60,0.25
0.3300288212587587,0.010017944344279606,60,0.25
0.21421836729114083,0.10026631730758884,60,0.25
0.04056203934844402,0.7583033776178285,60,0.25
0.1705931065664749,0.19251069875931248,60,0.25
0.2518284871762944,0.0522547963583508,60,0.25
0.28345235060773066,0.028188560173252143,60,0.25
0.39109548478908607,0.0020031595998908267,60,0.25
0.3545654782437092,0.005442474737041179,60,0.25
0.39403247574171757,0.001839245737097268,60,0.25
0.29151648985934686,0.023827064131732557,60,0.25
0.3588968710094054,0.004862544000386498,60,0.25
0.2219223709882737,0.08835040938216339,60,0.25
0.3072712373643616,0.016934233953354784,60,0.25
0.31338963617426113,0.014760369764758653,60,0.25
0.048799622881942395,0.7111817944860124,60,0.25
0.16197924452534398,0.21628135466038362,60,0.25
0.36362950295513596,0.004291770654444131,60,0.25
0.34813815882088023,0.0064150007024978625,60,0.25
0.2541600367288192,0.05004125699990267,60,0.25
0.19885927512328466,0.12770568018696488,60,0.25
0.15914682133018382,0.2245290949700265,60,0.25
0.5078799248301721,3.4392034895473384e-5,60,0.25
0.31732232148673384,0.013493344705066915,60,0.25
0.1513610946098573,0.24831961894113846,60,0.25
0.4307505825477133,5.912420794585813e-4,60,0.25
0.4279117286976294,6.484576234793921e-4,60,0.25
0.25930993397446067,0.04542267449481256,60,0.25
0.3296669802303907,0.010104962676888367,60,0.25
0.32028289022144335,0.012602328630855026,60,0.25
0.33339432407696484,0.009239225731333208,60,0.25
0.22591710769898865,0.0826254817899735,60,0.25
0.2595049706511314,0.04525488093046711,60,0.25
0.23954511433621814,0.06526838961594413,60,0.25
0.04909235728390013,0.7095256870530815,60,0.25
0.1569686658652388,0.2310187792647297,60,0.25
0.3700894659990909,0.0036084179285271085,60,0.25
0.0961303201985877,0.4649911035916535,60,0.25
0.3707078235005268,0.003548359035521281,60,0.25
0.18886468136752907,0.14839959398859554,60,0.25
0.2978732785050515,0.020803978713610886,60,0.25
0.12847845470216504,0.3279174567617017,60,0.25
0.2981938082283326,0.020660590088675556,60,0.25
0.30992326986429486,0.01596050773637794,60,0.25
0.28961130486594705,0.02480235388049411,60,0.25
0.2840165117256279,0.027863048881341074,60,0.25
0.43347002241357097,5.407643839123379e-4,60,0.25
0.4784584624415208,1.1031349850883987e-4,60,0.25
0.2987065629005182,0.02043295476118312,60,0.25
0.20707608456976603,0.11239422188405956,60,0.25
0.37802604711313353,0.0029019505808362592,60,0.25
0.26189461796663566,0.04324002271019393,60,0.25
0.28628732262123746,0.02658456586324473,60,0.25
0.11470674337772752,0.38282151798172437,60,0.25
